bug_id,summary,description,category,priority,is_duplicate,duplicate_bug_id
1777,Tokens not expiring after inactivity period.,Detailed bug description for jwt tokens not expiring after inactivity period. analysis pending. needs developer review. intermittent error,Security,Medium,True,570.0
1718,Jwt tokens not expiring after period.,Bug description for jwt tokens not expiring after period. root cause analysis pending. needs developer review. partial outage,UI,Medium,True,348.0
1873,Http used instead of https for api calls.,Detailed bug description insecure http used instead of https for api calls. root cause analysis pending. needs developer partial outage,Security,Medium,True,554.0
848,Data truncation error due column length mismatch.,Detailed bug description for data truncation error due to column length mismatch. root cause analysis needs developer review. minor ui glitch,Database,Low,True,1567.0
327,Modal popup not centered in viewport.,Detailed bug for modal popup not centered in viewport. root cause analysis pending. needs developer review. moderate issue,UI,Medium,True,1118.0
200,Modal popup not centered in viewport.,Detailed bug description for modal popup not centered in viewport. root cause analysis pending. needs developer review. related with timeout urgent fix,UI,High,True,1888.0
443,Payment service returning invalid response structure.,Bug description for payment service returning invalid response structure. root cause analysis pending. needs review. urgent fix,Backend,High,True,721.0
1120,Data truncation error due to column mismatch.,Detailed bug for truncation error due to column length mismatch. root cause analysis pending. needs developer review. related issue with ui non-blocking bug,Database,Low,True,1976.0
1605,Cors misconfiguration exposes api to domains.,Detailed bug description for cors misconfiguration exposes api to domains. root cause analysis pending. needs developer review. intermittent error,Security,Medium,True,1369.0
460,Incorrect json serialization in api output.,Detailed bug description for incorrect json serialization api output. root cause analysis pending. developer review. critical failure,Backend,High,True,120.0
1359,Slow response time on checkout endpoint.,Detailed description for slow response time on checkout endpoint. root analysis pending. needs developer review. critical failure,Performance,High,False,
1931,Weak password policy allows insecure credentials.,Detailed bug description for weak password policy allows insecure credentials. cause analysis pending. needs developer review. minor ui glitch,Security,Low,True,987.0
589,Background stuck pending state indefinitely.,Detailed description for background job stuck in pending state indefinitely. cause analysis pending. needs developer review. moderate issue,Backend,Medium,True,467.0
1969,Upload endpoint allows arbitrary file types.,Detailed bug description for file upload endpoint allows arbitrary file types. root cause analysis pending. needs developer related issue with crash urgent fix,Security,High,True,1702.0
187,Scroll not visible in settings page.,Detailed bug description for scroll bar not in settings page. root cause analysis pending. needs developer temporary failure,UI,Medium,True,941.0
155,Tooltip not on hover for icons.,Detailed description for tooltip not appearing on hover for icons. root cause analysis pending. needs developer review. partial outage,UI,Medium,True,515.0
1539,Memory leak detected during upload,Detailed bug description for memory leak detected during file upload process. root analysis pending. needs developer review. minor ui glitch,Performance,Low,True,548.0
1737,Sql vulnerability found in login,Detailed bug description for injection vulnerability found in login endpoint. root cause analysis pending. needs developer review. related issue with login temporary failure,Security,Medium,True,1673.0
632,Payment service returning invalid response structure.,Detailed bug description payment service returning invalid response root cause analysis pending. needs developer review. temporary failure,Backend,Medium,True,1140.0
1085,Primary key conflict inserting duplicate,Bug description for primary key conflict when inserting duplicate record. root cause analysis pending. needs developer review. related with memory system crash,Database,High,False,
567,Authentication token validation failed intermittently.,Detailed bug description for authentication token validation failed intermittently. root cause analysis pending. needs developer related issue with crash moderate issue,Performance,Medium,True,760.0
1849,Insecure http of https for api calls.,Detailed bug description for insecure http used instead of https for calls. root cause analysis pending. needs developer review. related issue with response enhancement request,Database,High,True,634.0
1130,Query execution longer than expected on dataset.,Detailed description for query execution taking longer than expected on large dataset. root cause analysis pending. needs developer review. related issue with crash temporary failure,Database,Medium,True,710.0
402,Email notification queue processing failed due to,Detailed bug description for email notification queue processing failed due to missing dependency. root cause analysis needs developer review. critical failure,Backend,Low,True,1925.0
348,Button alignment broken on dashboard page.,Detailed bug description for button alignment broken on dashboard page. root cause analysis pending. needs developer review. request,Performance,Low,True,329.0
385,Tooltip not on hover for icons.,Detailed bug description for tooltip appearing on hover for icons. root cause analysis pending. needs developer review. non-blocking bug,UI,Low,True,943.0
211,Modal popup not centered in viewport.,Bug description for modal popup not centered in viewport. root cause analysis pending. needs developer review. related issue with performance security breach,UI,High,True,1325.0
944,Incorrect indexing causing slow query performance.,Detailed bug description for incorrect indexing causing slow query performance. root cause analysis pending. developer review. temporary failure,Performance,Medium,True,1489.0
1944,Jwt tokens not after inactivity period.,Detailed bug description jwt tokens not expiring after inactivity period. root cause analysis pending. developer review. system crash,Security,High,True,899.0
958,Migration script failing on production schema.,Detailed bug description for migration script failing on production schema. root cause analysis needs developer review. temporary failure,Database,Medium,True,404.0
1828,Session not after logout event.,Detailed bug description for user session not invalidated after logout event. root cause analysis pending. needs developer critical failure,Performance,High,True,1252.0
535,Timeout error while processing batch job.,Detailed bug description for timeout error while processing batch job. root cause analysis needs developer review. related issue with query temporary failure,UI,Medium,True,266.0
123,Images stretched in gallery grid layout.,Detailed bug description images stretched in gallery grid layout. root cause analysis pending. needs review. cosmetic issue,UI,Low,True,1143.0
78,Font rendering inconsistent across browsers.,Detailed bug description for font rendering inconsistent across browsers. root cause analysis pending. needs developer review. related issue with query outage,UI,Medium,True,1371.0
1069,Truncation error due to column length mismatch.,Bug description for data truncation error due to column length mismatch. root cause analysis pending. needs developer review. minor ui,Database,Low,True,1627.0
1459,Leak detected during file upload process.,Detailed bug description for memory leak detected during upload process. root cause analysis pending. needs developer review. temporary failure,Performance,Medium,True,1033.0
961,Deadlock detected while committing transaction.,Description for deadlock detected while committing transaction. root cause analysis pending. needs developer review. cosmetic issue,Database,Low,True,970.0
29,Font rendering inconsistent across browsers.,Detailed bug description for font rendering inconsistent across browsers. root analysis needs developer review. security breach,UI,Low,False,
701,Cache not invalidating after record update.,Detailed bug description for cache not invalidating after record update. root cause analysis pending. needs developer review. related issue with cosmetic issue,Backend,Medium,True,579.0
1409,Thread contention causing processing delays.,Detailed bug description for thread contention causing processing delays. cause analysis pending. needs review. security breach,Performance,High,True,1684.0
219,Modal popup not centered in viewport.,Detailed bug description for modal popup not centered in viewport. root cause analysis needs developer review. moderate issue,UI,Medium,True,1510.0
186,Dropdown menu overlaps footer section.,Detailed bug description for dropdown overlaps section. root cause analysis pending. needs developer review. minor ui glitch,UI,Low,True,1109.0
101,Icons missing after ui theme update.,Detailed bug description for icons missing after ui theme update. root cause analysis needs developer review. system crash,UI,High,True,144.0
66,Icons missing after ui theme update.,Detailed bug description for icons missing after theme update. root cause analysis pending. needs developer review. related issue with timeout minor ui glitch,UI,Low,False,
667,Cache not invalidating after record update.,Detailed bug description for cache not invalidating after record root cause analysis pending. needs developer review. urgent fix,Backend,High,True,875.0
1208,High cpu utilization during analytics computation.,Detailed bug description for high cpu utilization during analytics computation. cause analysis pending. needs developer review. related with performance cosmetic issue,Performance,Low,True,938.0
962,Truncation error due to column length mismatch.,Detailed bug description for data truncation error due column length mismatch. cause analysis pending. needs developer review. urgent fix,Database,High,True,596.0
112,Bar not visible in page.,Detailed bug description for scroll bar not visible in settings page. root cause analysis pending. needs developer review. related issue with crash enhancement,UI,Low,False,
1578,Lag noticed when scrolling through large,Detailed bug description for noticed when scrolling through large data tables. root cause analysis pending. needs developer review. related issue with api system crash,Performance,High,True,1426.0
205,Font rendering inconsistent across browsers.,Detailed bug description for font rendering inconsistent across browsers. root cause analysis pending. developer review. intermittent error,Backend,Medium,True,485.0
37,Scroll not in settings page.,Detailed bug description for scroll bar not visible in settings page. root analysis pending. needs developer review. related issue with api system crash,UI,High,False,
738,Data found in order service response.,Detailed bug description for data inconsistency found in order service root cause analysis pending. needs developer review. related issue with timeout moderate issue,Backend,Medium,True,123.0
1109,Migration script failing on production schema.,Detailed bug description for migration script on production schema. root cause analysis pending. needs developer review. intermittent error,Database,Medium,True,361.0
836,Query execution taking than expected on large dataset.,Detailed bug description for query execution taking longer than expected on large dataset. root cause analysis pending. needs developer review. issue with login cosmetic issue,Database,Low,True,552.0
1244,Excessive network calls during dashboard rendering.,Detailed bug description for excessive network calls during rendering. root cause analysis pending. needs review. critical failure,Performance,High,True,1300.0
1923,Insecure used instead of https api calls.,Detailed bug description for insecure http used of https for api calls. root cause analysis pending. needs developer review. related issue with performance critical failure,Security,High,False,
1111,Incorrect indexing causing slow query performance.,Detailed bug description for incorrect indexing slow query performance. root cause analysis pending. needs developer review. related with error moderate issue,Database,Medium,True,672.0
446,Api internal server error on post request.,Detailed bug description api returning 500 internal server error on post request. root cause analysis pending. needs developer review. urgent fix,Backend,Medium,True,577.0
1833,Access control for admin dashboard route.,Detailed bug description for access control missing for admin dashboard route. root cause analysis pending. needs developer review. issue,Security,Low,True,405.0
1613,Cross-site scripting issue in section.,Detailed bug description for cross-site scripting (xss) in comments section. root cause analysis pending. needs review. related issue with api non-blocking bug,Security,Low,True,1590.0
1068,Primary conflict when duplicate record.,Detailed bug description for primary key conflict when inserting duplicate record. root cause pending. needs developer non-blocking bug,Database,Low,True,1698.0
1184,Migration script failing on production schema.,Detailed bug description migration script failing production schema. root cause analysis pending. needs developer review. related issue with crash security breach,Database,High,False,
1286,Excessive network calls during dashboard rendering.,Detailed bug description for excessive network calls during dashboard rendering. root cause analysis pending. needs developer review. critical,Performance,High,True,1106.0
1017,Foreign key violation during insert operation.,Detailed bug description for foreign key constraint violation during insert root cause analysis pending. needs developer review. related issue with timeout cosmetic issue,Database,Low,True,546.0
1947,Jwt tokens expiring after inactivity,Detailed bug for jwt tokens expiring after inactivity period. root cause analysis pending. needs developer review. cosmetic issue,Security,Low,False,
243,Images stretched in gallery grid layout.,Detailed bug description for images stretched in gallery grid layout. cause analysis pending. needs developer review. critical failure,UI,High,True,1585.0
1826,Insecure http used instead of https for calls.,Detailed bug description for insecure http used instead of https api calls. root cause analysis pending. needs developer review. system crash,UI,High,True,1196.0
1802,Scripting (xss) problem in comments section.,Detailed bug description for cross-site scripting (xss) in comments section. root cause analysis pending. needs developer review. critical failure,Database,High,True,1448.0
946,Migration script failing on production schema.,Detailed description for migration script failing on production schema. root cause pending. needs developer review. enhancement request,Database,Low,True,1081.0
1911,Misconfiguration exposes api to external domains.,Detailed bug description for cors misconfiguration exposes api to external domains. root cause analysis pending. needs developer review. related issue with ui urgent,Security,High,True,1838.0
1168,Error due to column length mismatch.,Detailed bug description for data truncation error due to column length mismatch. root cause analysis needs developer review. intermittent error,Database,Medium,True,1599.0
171,Dropdown menu overlaps footer section.,Detailed bug description for dropdown menu overlaps root cause analysis pending. needs developer review. urgent fix,UI,High,True,1554.0
1653,Sensitive exposed api response payload.,Detailed bug description for sensitive data in api response payload. root cause analysis pending. needs developer review. related issue with non-blocking bug,Security,Low,True,90.0
1587,Lag noticed scrolling through large data tables.,Detailed bug description for lag noticed when scrolling large tables. root cause analysis pending. needs developer review. partial outage,Performance,Medium,True,1299.0
776,Background job in pending state indefinitely.,Detailed bug description for background job in pending state indefinitely. root cause analysis pending. needs developer system crash,Backend,High,True,1121.0
18,Scroll not visible in settings page.,Detailed bug description for scroll bar visible in settings page. root cause analysis pending. needs developer review. related issue with api enhancement request,UI,Low,True,531.0
1289,Rendering takes too under heavy dom elements.,Bug description client-side rendering takes too long under heavy dom elements. root cause analysis pending. needs developer review. urgent fix,Performance,High,True,673.0
1340,Excessive network calls during dashboard rendering.,Detailed bug description for excessive network calls during dashboard rendering. root cause analysis pending. needs minor ui glitch,Performance,Low,True,557.0
601,Timeout error while processing batch job.,Detailed bug description for timeout error while processing batch root cause analysis needs developer review. temporary failure,Backend,Medium,True,1481.0
1001,Restore failed due to missing wal logs.,Detailed bug description for backup restore failed due to missing wal logs. root cause analysis pending. needs developer cosmetic,Database,Low,True,1288.0
337,Icons missing after ui theme update.,Detailed bug description for icons missing after ui theme update. root cause analysis pending. needs developer review. cosmetic,UI,Low,False,
1143,Incorrect indexing causing slow query performance.,Detailed bug description for indexing causing slow query performance. root cause analysis pending. needs developer non-blocking bug,Database,Low,True,895.0
131,Text overflow issue on mobile devices.,Detailed description for text overflow issue on mobile devices. root cause analysis pending. needs developer review. temporary failure,UI,Medium,True,334.0
91,Font rendering inconsistent across browsers.,Detailed bug description for font rendering inconsistent across browsers. cause analysis pending. needs developer review. related issue with api moderate issue,Backend,Medium,False,
1649,Weak password policy allows insecure credentials.,Detailed bug description for weak password policy allows credentials. root cause analysis pending. needs developer review. related issue with query temporary failure,Security,Medium,True,1824.0
1307,Lag noticed when scrolling large data,Detailed description for lag noticed when scrolling through large data tables. root cause analysis pending. needs developer review. intermittent,Performance,Medium,True,820.0
1461,Slow response time on checkout endpoint.,Detailed bug for slow response time on checkout endpoint. root cause analysis pending. needs developer review. related issue with memory intermittent error,Performance,Medium,False,
1361,Lag when scrolling through large data tables.,Detailed bug description for lag noticed scrolling through large data tables. root cause analysis pending. needs developer review. related issue with query intermittent error,Performance,Medium,True,362.0
1682,Jwt tokens not expiring inactivity period.,Detailed bug description for jwt tokens not expiring inactivity period. root cause analysis pending. needs developer review. partial outage,Security,Medium,True,27.0
113,Scroll bar not visible in page.,Detailed bug description for scroll bar not visible in settings page. root cause analysis pending. needs review. intermittent error,UI,Medium,True,806.0
568,Inconsistency found in order service response.,Bug description for data inconsistency found in order response. root cause analysis pending. needs developer review. cosmetic issue,Backend,Low,True,1540.0
1464,Excessive network calls during dashboard rendering.,Detailed bug for excessive network calls during dashboard rendering. root cause analysis pending. needs developer review. related issue with moderate issue,Performance,Medium,True,42.0
306,Button alignment broken on dashboard page.,Detailed bug description for button alignment broken on dashboard page. root cause analysis needs developer review. fix,Backend,High,True,573.0
135,Icons missing after ui theme update.,Detailed bug description for icons missing after ui theme update. cause analysis pending. needs developer review. critical failure,Database,High,True,1731.0
1004,Incorrect indexing causing slow query performance.,Detailed bug description for incorrect indexing causing slow query performance. root analysis pending. needs developer review. related issue with query security breach,Database,High,False,
290,Icons missing after ui theme update.,Detailed bug description for icons missing after theme update. root cause analysis pending. needs developer review. related issue with api moderate issue,Security,Medium,True,1184.0
560,Returning 500 internal server on post request.,Detailed bug description for api returning 500 internal server error on post request. root cause pending. needs developer review. related issue with timeout security breach,Backend,Medium,True,542.0
1350,Slow response time on checkout endpoint.,Detailed bug description for slow response time on checkout endpoint. root cause analysis pending. needs developer review. issue with query partial outage,Database,Medium,False,
392,Dropdown menu overlaps footer section.,Detailed description for dropdown menu overlaps footer section. root cause analysis pending. needs developer review. security breach,UI,High,True,1496.0
439,Authentication token validation failed intermittently.,Detailed bug description for authentication token failed intermittently. root cause analysis pending. needs developer review. enhancement request,Backend,Low,True,74.0
1294,Excessive network calls during dashboard rendering.,Detailed bug description for excessive network during dashboard rendering. root cause analysis pending. needs developer review. cosmetic issue,Performance,Low,True,714.0
611,Payment service returning invalid response structure.,Detailed bug description for payment service returning invalid response structure. root cause analysis pending. needs developer review. related issue with api cosmetic,Backend,Low,False,
1401,Lag noticed when large data tables.,Detailed bug description for noticed when scrolling through large data tables. root cause analysis needs developer review. partial outage,Performance,Medium,True,105.0
1175,Transaction rollback triggered by trigger mismatch.,Detailed description for transaction rollback triggered by trigger mismatch. root cause analysis pending. needs developer review. related issue with memory moderate issue,UI,Medium,True,569.0
1046,Query execution taking than on large dataset.,Detailed bug description for query execution taking longer than expected on large root cause pending. needs developer review. related issue with ui intermittent error,Performance,Medium,True,1261.0
1594,Slow response time on checkout endpoint.,Detailed bug description for slow response time on checkout endpoint. root analysis pending. needs developer review. security breach,Performance,High,True,1219.0
1269,Slow response time on checkout endpoint.,Detailed bug description slow response time on checkout endpoint. root cause analysis pending. needs developer review. failure,Performance,High,True,1181.0
707,Timeout error while processing batch job.,Detailed bug description for timeout error processing batch job. root analysis pending. needs developer review. temporary failure,Backend,Medium,True,1198.0
467,Email queue processing failed due to missing,Detailed bug description for email notification processing failed due to missing dependency. root cause analysis pending. needs developer review. related issue with ui system crash,Backend,High,True,942.0
1812,Weak password policy allows insecure credentials.,Detailed bug description for weak password policy allows insecure credentials. root cause analysis needs developer review. non-blocking bug,Security,High,True,1440.0
1743,Access control for dashboard route.,Detailed bug description for access missing for admin dashboard route. root cause analysis pending. needs developer review. temporary failure,Security,Medium,True,1763.0
1590,Client-side rendering takes too long under heavy dom,Detailed bug description for rendering takes too long under heavy dom elements. root cause analysis pending. needs developer review. enhancement request,Performance,Low,True,73.0
1415,Performance degradation observed after layer update.,Bug description for performance degradation observed after caching layer update. root cause pending. needs developer review. system crash,Performance,High,False,
1558,Client-side rendering too long under heavy dom,Detailed bug for client-side rendering takes too long heavy dom elements. root cause analysis pending. needs developer review. critical failure,Performance,High,True,166.0
609,Null pointer in service layer.,Detailed bug description null pointer exception in user service layer. root cause analysis pending. needs developer review. issue with login security breach,Backend,High,True,1380.0
1153,Database connection exhausted during peak,Detailed bug for database connection pool exhausted during peak traffic. root cause analysis pending. needs developer review. minor glitch,Database,Low,True,283.0
1761,Insecure used instead of https for api,Detailed bug description for insecure http used instead of https for api calls. root cause analysis pending. needs developer review. crash,Security,High,True,1126.0
1513,Noticed when scrolling through large tables.,Detailed bug description lag noticed when scrolling through large data tables. root cause analysis pending. needs developer review. intermittent error,Performance,Medium,False,
1853,Misconfiguration api to external domains.,Detailed bug for cors misconfiguration exposes to external domains. root cause analysis pending. needs developer review. intermittent error,Security,Medium,True,599.0
991,Query execution taking longer expected on large dataset.,Detailed bug description for query execution taking longer than expected on large dataset. cause analysis pending. needs developer review. related issue with crash temporary failure,Security,Medium,True,68.0
653,Payment service returning invalid response structure.,Detailed bug description for payment service returning invalid response structure. root cause analysis pending. needs developer review. minor glitch,Backend,Low,True,1710.0
767,Email notification queue failed due to missing dependency.,Bug description for email notification queue processing failed due to missing dependency. root cause analysis pending. needs developer review. related issue with performance cosmetic issue,Backend,Low,True,715.0
1683,Http used instead of https for api calls.,Detailed bug description for insecure http used instead of https for api calls. root cause analysis pending. needs review. non-blocking bug,Security,Low,True,1519.0
1247,High cpu utilization during analytics computation.,Detailed bug description for high cpu utilization during analytics computation. root cause analysis pending. developer review. related issue with memory critical failure,Performance,High,True,1143.0
1151,Migration script failing on production schema.,Detailed bug description for migration script failing on production schema. root analysis pending. needs developer review. cosmetic issue,Performance,Low,True,1738.0
910,Primary key when inserting record.,Detailed bug description for primary key when inserting duplicate record. root cause analysis pending. needs developer review. cosmetic issue,Database,Low,True,654.0
261,Color contrast too low for accessibility,Detailed bug description for color contrast too for accessibility compliance. cause analysis pending. needs developer review. critical failure,UI,High,True,468.0
1592,Lag when scrolling through large tables.,Detailed bug description for lag noticed scrolling through large data tables. root cause analysis pending. needs developer review. issue with response non-blocking bug,Performance,Low,True,1130.0
1837,Weak password policy allows insecure credentials.,Detailed bug description for weak policy allows insecure credentials. root cause analysis pending. needs developer review. partial outage,Security,Medium,True,1507.0
1698,File upload endpoint allows arbitrary file,Detailed bug description for file upload endpoint allows arbitrary file types. root analysis pending. needs developer review. related issue with error partial outage,Security,Medium,True,507.0
208,Images stretched in gallery grid layout.,Detailed bug description for images stretched in grid layout. root cause analysis pending. needs developer review. urgent fix,Security,High,True,400.0
53,Button alignment broken on dashboard page.,Detailed bug description for button alignment broken dashboard page. root cause analysis pending. needs review. security breach,UI,High,True,1627.0
254,Color contrast too for accessibility,Detailed bug description color contrast too low for accessibility compliance. root cause analysis pending. needs developer urgent fix,UI,High,True,1659.0
133,Color contrast too low compliance.,Detailed bug description for color contrast too low for accessibility compliance. root cause analysis pending. needs developer review. non-blocking,UI,Low,True,1971.0
84,Images stretched in gallery grid layout.,Detailed bug description for images stretched in gallery grid layout. root analysis pending. needs developer review. related issue with login intermittent error,Database,Medium,True,835.0
162,Modal popup not centered in viewport.,Detailed bug description for modal popup not centered viewport. root cause analysis pending. needs developer review. partial outage,UI,Medium,True,505.0
1201,Memory leak detected during upload process.,Detailed bug description for memory leak detected during file upload process. root analysis pending. needs developer review. related issue with crash non-blocking bug,Performance,Low,True,14.0
180,Color too low for accessibility compliance.,Detailed bug for color contrast too low for accessibility compliance. root analysis pending. needs developer review. moderate issue,Database,Medium,True,1583.0
145,Button alignment broken on dashboard page.,Detailed bug description for alignment broken on dashboard page. root cause analysis pending. needs developer review. related issue with ui non-blocking bug,UI,Low,True,965.0
210,Bar not visible in settings page.,Bug description for scroll bar not visible in settings page. root cause analysis pending. needs review. temporary failure,UI,Medium,True,96.0
916,Restore failed due to missing wal logs.,Bug description for backup restore failed due to missing wal logs. root cause analysis pending. needs developer review. failure,Database,High,True,524.0
570,Incorrect json serialization in api output.,Detailed bug description for incorrect json serialization in api output. cause analysis pending. needs developer review. non-blocking bug,Backend,Low,True,1063.0
398,Button alignment broken on dashboard page.,Detailed bug description for button alignment broken on page. root cause analysis pending. needs developer review. enhancement request,UI,Low,False,
61,Font rendering inconsistent across browsers.,Detailed bug description for font rendering inconsistent across browsers. root analysis pending. needs developer review. moderate issue,UI,High,False,
1076,Deadlock detected while committing transaction.,Detailed bug description for deadlock detected while committing transaction. root cause analysis pending. developer review. minor ui glitch,Database,Low,True,1202.0
137,Icons missing after ui theme update.,Detailed bug description for icons missing after ui theme update. root cause analysis pending. needs developer review. security,UI,High,True,640.0
1856,Jwt tokens not inactivity period.,Detailed description for jwt tokens not expiring after inactivity period. root cause analysis pending. needs developer review. enhancement request,Security,Low,False,
1598,High cpu utilization during analytics computation.,Detailed bug description for high cpu utilization during analytics computation. root cause analysis needs developer review. moderate issue,Performance,Medium,True,1558.0
865,Transaction rollback triggered by trigger mismatch.,Detailed bug description for transaction rollback by trigger mismatch. root cause analysis pending. needs developer review. security breach,Database,Medium,True,1726.0
1300,High cpu utilization during analytics computation.,Detailed description for high cpu utilization during analytics root cause analysis pending. needs developer review. critical failure,Performance,High,True,1593.0
1462,Slow response time on checkout endpoint.,Detailed bug description for slow response time on checkout endpoint. root cause analysis needs developer review. cosmetic issue,Performance,Low,True,625.0
1067,Taking longer than expected on large dataset.,Detailed bug description for query execution taking longer than expected on large dataset. root cause analysis needs developer review. temporary failure,Database,Medium,True,434.0
534,Email queue processing failed due to missing dependency.,Detailed bug description for email notification queue processing failed due missing dependency. root cause analysis pending. needs developer review. related issue with crash issue,Performance,Low,True,261.0
614,Background job pending state indefinitely.,Detailed bug description for background job stuck in state indefinitely. root cause analysis pending. needs developer non-blocking bug,Backend,Low,True,1882.0
376,Bar not visible in settings,Detailed bug description for scroll bar not visible in settings page. root cause pending. developer review. moderate issue,UI,Medium,True,1093.0
1999,Insecure http used of https api calls.,Detailed bug description for insecure http used instead of https for api calls. cause analysis pending. needs developer review. temporary failure,Security,Medium,True,1492.0
1098,Migration script failing on production schema.,Detailed description for migration script failing on production schema. root cause analysis pending. needs developer review. enhancement request,Database,Low,True,409.0
297,Images stretched in gallery grid layout.,Detailed bug description images stretched in gallery grid layout. root cause analysis pending. needs developer review. urgent fix,UI,High,True,1492.0
590,Cache not invalidating after record update.,Detailed bug for cache not invalidating after record update. root cause pending. needs developer review. related issue with api minor ui glitch,Backend,Low,True,1959.0
542,Timeout error while processing batch job.,Detailed bug description for timeout error while processing batch job. root cause analysis pending. needs developer review. related issue with enhancement request,Performance,Low,False,
1769,Insecure http instead of https api calls.,Detailed bug description for insecure http used instead of https for api root cause analysis pending. needs developer review. related issue with ui non-blocking bug,Security,Low,True,922.0
899,Transaction rollback triggered by trigger mismatch.,Detailed bug description for transaction rollback triggered by trigger root cause analysis pending. needs review. critical failure,Database,High,False,
1805,Weak password policy allows insecure credentials.,Detailed bug description for weak password policy insecure credentials. root cause analysis pending. needs developer review. ui glitch,Security,Low,True,767.0
1410,Inefficient algorithm causing long response time.,Detailed bug description for inefficient algorithm causing long response time. root cause analysis pending. needs developer review. bug,Performance,Low,True,1056.0
830,Deadlock detected while committing transaction.,Detailed bug description for deadlock detected while committing transaction. cause analysis pending. needs review. cosmetic issue,Database,Low,True,49.0
531,Api returning 500 internal server error on post,Detailed bug description for api returning 500 internal server error on post request. root cause pending. developer review. moderate issue,Backend,Medium,True,1761.0
289,Tooltip not appearing for icons.,Detailed bug description for tooltip not appearing on hover for icons. root cause analysis pending. developer review. related issue with login security breach,UI,High,True,1362.0
919,Deadlock detected while committing transaction.,Detailed bug description for deadlock detected while committing transaction. root cause analysis pending. needs review. system crash,Database,High,False,
1483,Thread contention causing processing delays.,Detailed bug description for thread contention causing processing delays. root cause analysis pending. needs review. partial outage,Performance,Medium,False,
768,Authentication token validation failed intermittently.,Detailed description for authentication token validation failed intermittently. root analysis pending. needs developer review. critical failure,Backend,High,True,669.0
1706,User session not invalidated after event.,Detailed bug for user session not invalidated after logout event. root cause analysis pending. needs review. related issue with crash system crash,Security,High,True,1002.0
266,Dropdown menu overlaps footer section.,Detailed bug for dropdown menu overlaps section. root cause analysis pending. needs developer review. related issue with timeout urgent fix,UI,High,True,822.0
716,Incorrect json serialization in api output.,Detailed bug description incorrect json serialization in api output. root cause analysis pending. needs developer review. related issue with query intermittent error,Backend,Medium,True,1094.0
1486,Page time exceeds 10 seconds on product listing page.,Detailed bug description for page time exceeds 10 seconds on listing page. root cause analysis pending. needs developer review. related issue with memory security breach,Performance,Medium,True,501.0
1557,Excessive network calls during dashboard rendering.,Detailed bug description for excessive network calls during dashboard rendering. cause analysis pending. needs review. system crash,Performance,High,False,
740,Timeout error while processing batch job.,Detailed description for timeout error while processing batch job. root cause pending. needs developer review. related issue with crash moderate issue,Backend,Medium,True,1674.0
1875,Misconfiguration exposes api to domains.,Detailed bug description for misconfiguration exposes api to external domains. root cause pending. needs developer review. non-blocking bug,Security,Low,True,11.0
1121,Primary key when inserting record.,Detailed description for key conflict when inserting duplicate record. root cause analysis pending. needs developer review. system crash,Database,High,True,1009.0
1446,Performance degradation observed caching layer update.,Detailed bug for performance degradation observed after caching layer update. root cause analysis pending. needs developer review. security breach,Performance,High,True,683.0
1245,Excessive network calls during dashboard rendering.,Detailed bug description for excessive network during dashboard rendering. root cause analysis pending. developer review. security breach,Security,High,True,140.0
421,Email notification queue processing failed due to missing,Detailed bug description for email notification processing failed due to missing dependency. root cause analysis needs developer review. related issue with query system crash,Backend,High,True,1226.0
58,Text overflow issue on mobile devices.,Detailed bug description text overflow issue on mobile devices. root cause analysis pending. needs developer review. related issue with memory non-blocking,Performance,Low,True,940.0
943,Incorrect indexing causing slow query performance.,Detailed bug description for indexing causing slow performance. root cause analysis pending. needs developer review. urgent fix,Database,High,True,593.0
6,Scroll bar not in settings page.,Detailed bug description scroll bar not visible in settings page. root cause pending. needs developer review. intermittent error,UI,Medium,True,1078.0
978,Incorrect indexing causing slow query performance.,Detailed bug description for incorrect indexing causing slow query performance. cause analysis pending. needs developer review. minor ui glitch,Backend,Low,True,656.0
1234,Slow response time on checkout endpoint.,Detailed bug description for slow response on checkout endpoint. root cause analysis pending. needs developer review. related issue with memory moderate issue,Performance,Medium,True,885.0
1695,Sensitive data exposed in api payload.,Bug description for sensitive data exposed api response payload. root cause analysis pending. needs developer review. temporary failure,Security,Medium,True,1989.0
1515,Client-side rendering too long under dom elements.,Detailed bug description for client-side rendering takes too long under heavy dom elements. root cause analysis pending. needs developer review. related issue with failure,Performance,Medium,True,1569.0
1760,Sql vulnerability found in login,Detailed bug description for sql injection vulnerability found in login endpoint. root analysis pending. needs developer review. security breach,Security,High,True,1402.0
1863,Sql vulnerability found in login endpoint.,Detailed bug description for sql injection vulnerability found in login endpoint. root cause analysis pending. needs developer review. outage,Security,Medium,True,1236.0
1472,Thread contention causing processing delays.,Detailed bug description thread contention causing processing delays. root cause analysis pending. needs developer cosmetic issue,UI,High,True,1308.0
304,Images stretched in gallery grid layout.,Detailed bug description for images stretched in grid layout. root analysis pending. needs developer review. temporary failure,UI,Medium,True,129.0
883,Database connection exhausted during peak traffic.,Detailed bug description for database connection pool exhausted during traffic. root cause analysis pending. needs review. related issue with performance intermittent error,Database,Medium,False,
802,Primary conflict when inserting duplicate record.,Detailed bug description primary key conflict when inserting duplicate record. root cause analysis pending. needs developer review. related bug with crash non-blocking bug,Database,Low,False,
832,Primary conflict when duplicate record.,Detailed bug description for primary key conflict when inserting duplicate record. root cause pending. needs developer review. moderate issue,Database,High,True,771.0
